abscissae,13
abscissas,13
abscisses,13
abscission,14
abscond,12
absconded,15
abscondence,18
absconder,14
absconding,16
absence,11
absent,8
absentaneous,14
absentation,13
absented,11
absentee,10
absenteeism,15
absenter,10
absenting,12
absently,13
absentment,14
absentness,12
absinth,12
absinthate,15
absinthe,13
absinthial,15
absinthian,15
absinthiate,16
absinthiated,18
absinthic,16
absinthin,14
absinthism,17
absinthium,17
absis,7
absist,8
absistence,14
absolute,10
absolutely,15
absoluteness,14
absolution,12
absolutism,14
absolutist,12
absolutistic,16
absolutory,15
absolvable,17
absolvatory,19
absolve,12
absolved,14
absolvent,14
absolver,13
absolving,15
absonant,10
absonous,10
absorb,10
absorbability,22
absorbable,16
absorbed,13
absorbedly,18
absorbency,19
absorbent,13
absorber,12
absorbing,14
absorbition,15
absorpt,11
absorption,14
absorptive,17
absorptiveness,21
absorptivity,22
absquatulate,23
abstain,9
abstained,12
abstainer,11
abstaining,13
abstemious,14
abstemiousness,18
abstention,12
abstentious,13
absterge,11
abstergent,13
absterse,10
abstersion,12
abstersive,15
abstersiveness,19
abstinence,14
abstinency,17
abstinent,11
abstinently,16
abstorted,12
abstract,12
abstracted,15
abstractedly,20
abstractedness,19
abstracter,14
abstracting,16
abstraction,15
abstractional,17
abstractionist,18
abstractitious,18
abstractive,18
abstractively,23
abstractiveness,22
abstractly,17
abstractness,16
abstringe,12
abstrude,11
abstruse,10
abstrusely,15
abstruseness,14
abstrusion,12
abstrusity,15
absume,10
absumption,16
absurd,9
absurdities,14
absurdity,15
absurdly,14
absurdness,13
abuna,7
abundance,14
abundant,11
abundantly,16
aburst,8
abusable,12
abusage,10
abuse,7
abused,9
abuseful,13
abuser,8
abusing,10
abusion,9
abusive,12
abusively,17
abusiveness,16
abut,6
abutilon,10
abutment,12
abuttal,9
abutted,10
abutter,9
abutting,11
abuzz,25
aby,8
abye,9
abyme,12
abysm,12
abysmal,14
abysmally,19
abyss,10
abyssal,12
abyssinian,15
acacia,10
acaciae,11
acacias,11
acacin,10
acacine,11
academe,12
academial,14
academian,14
academic,15
academical,17
academically,22
academicals,18
academician,18
academicism,20
academies,14
academism,16
academist,14
academy,15
acadian,10
acajou,15
acaleph,14
acalephae,16
acalephan,16
acalephans,17
acalephoid,18
acalephs,15
acalycine,16
acalysinous,16
acanth,11
acantha,12
acanthaceous,19
acanthi,12
acanthine,14
acanthocarpous,23
acanthocephala,26
acanthocephalous,28
acanthophorous,24
acanthopodious,22
acanthopteri,19
acanthopterous,21
acanthopterygian,27
acanthopterygii,26
acanthopterygious,28
acanthus,13
acanthuses,15
acapsular,13
acardiac,13
acari,7
acaridan,11
acarina,9
acarine,9
acaroid,10
acarpellous,15
acarpous,12
acarus,8
acatalectic,17
acatalepsy,17
acataleptic,17
acater,8
acates,8
acaudate,11
acaulescent,15
acauline,10
acaulose,10
acaulous,10
accadian,13
accede,11
acceded,13
accedence,16
acceder,12
acceding,14
accelerando,16
accelerate,14
accelerated,16
accelerating,17
acceleration,16
accelerative,19
accelerator,15
acceleratory,19
accelerograph,23
accelerometer,19
accend,11
accendibility,23
accendible,17
accension,13
accensor,12
accent,10
accented,13
accenting,14
accentless,14
accentor,12
accentuable,17
accentual,13
accentuality,19
accentually,18
accentuate,14
accentuated,16
accentuating,17
accentuation,16
accept,12
acceptability,24
acceptable,18
acceptableness,22
acceptably,21
acceptance,18
acceptancy,21
acceptant,15
acceptation,17
accepted,15
acceptedly,20
accepter,14
acceptilation,19
accepting,16
acception,15
acceptive,18
acceptor,14
access,10
accessaries,15
accessarily,18
accessariness,17
accessary,16
accessibility,22
accessible,16
accessibly,19
accession,13
accessional,15
accessive,16
accessorial,15
accessories,15
accessorily,18
accessoriness,17
accessory,16
acciaccatura,20
accidence,16
accident,13
accidental,15
accidentalism,20
accidentality,21
accidentally,20
accidentalness,19
accidie,12
accipenser,16
accipient,15
accipiter,15
accipiters,16
accipitral,16
accipitres,16
accipitrine,17
accismus,14
accite,10
acclaim,13
acclaimer,15
acclamation,17
acclamatory,20
acclimatable,20
acclimatation,19
acclimate,15
acclimated,17
acclimatement,21
acclimating,18
acclimation,17
acclimatizable,31
acclimatization,30
acclimatize,26
acclimatized,28
acclimatizing,29
acclimature,17
acclive,14
acclivities,18
acclivitous,18
acclivity,19
acclivous,16
accloy,13
accoast,11
accoil,10
accolade,13
accombination,21
accommodable,23
accommodableness,27
accommodate,20
accommodated,22
accommodately,25
accommodateness,24
accommodating,23
accommodation,22
accommodator,21
accompanable,22
accompanied,20
accompanier,19
accompaniment,23
accompanist,19
accompany,20
accompanying,24
accompletive,23
accomplice,20
accompliceship,29
accomplicity,25
accomplish,21
accomplishable,27
accomplished,24
accomplisher,23
accomplishing,25
accomplishment,27
accompt,15
accomptable,21
accomptant,18
accord,11
accordable,17
accordance,17
accordancy,20
accordant,14
accordantly,19
accorded,14
accorder,13
according,15
accordingly,20
accordion,14
accordionist,17
accordment,17
accorporate,17
accost,10
accostable,16
accosted,13
accosting,14
accouchement,23
accoucheur,19
accoucheuse,20
account,11
accountability,23
accountable,17
accountably,20
accountancy,20
accountant,14
accountantship,23
accounted,14
accounting,15
accouple,14
accouplement,20
accourage,14
accourt,11
accouter,12
accoutered,15
accoutering,16
accouterments,19
accoutre,12
accoutred,14
accoutrements,19
accoutring,15
accoy,12
accredit,13
accreditation,18
accredited,16
accrediting,17
accrementitial,20
accrementition,20
accresce,14
accrescence,19
accrescent,16
accrete,11
accretion,13
accretive,16
accriminate,17
accroach,17
accroachment,23
accrual,11
accrue,10
accrued,12
accruer,11
accruing,13
accrument,15
accubation,16
accumb,14
accumbency,23
accumbent,17
accumber,16
accumulate,16
accumulated,18
accumulating,19
accumulation,18
accumulative,21
accumulator,17
accuracy,17
accurate,12
accurately,17
accurateness,16
accurse,11
accursed,13
accurst,11
accusable,15
accusal,11
accusant,12
accusation,14
accusatival,18
accusative,17
accusatively,22
accusatorial,16
accusatorially,21
accusatory,17
accuse,10
accused,12
accusement,16
accuser,11
accusing,13
accusingly,18
accustom,14
accustomable,20
accustomably,23
accustomance,20
accustomarily,22
accustomary,20
accustomed,17
accustomedness,21
accustoming,18
ace,5
aceldama,13
acentric,12
acephal,14
acephala,15
acephalan,16
acephali,15
acephalist,17
acephalocyst,24
acephalocystic,28
acephalous,17
acerate,9
acerb,9
acerbate,12
acerbic,13
acerbitude,15
acerbity,15
aceric,10
acerose,9
acerous,9
acerval,12
acervate,13
acervation,15
acervative,18
acervose,13
acervuline,15
aces,6
acescence,15
acescency,18
acescent,12
acetable,12
acetabular,14
acetabulifera,20
acetabuliferous,22
acetabuliform,22
acetabulum,16
acetal,8
acetaldehyde,22
acetamide,14
acetanilide,14
acetarious,12
acetary,12
acetate,9
acetated,11
acetic,10
acetification,20
acetified,15
acetifier,14
acetify,15
acetifying,19
acetimeter,14
acetimetry,17
acetin,8
acetize,18
acetometer,14
acetone,9
acetonic,12
acetose,9
acetosity,14
acetous,9
acetyl,11
acetylene,14
ach,8
achaean,12
achaian,12
acharnement,18
achate,11
achatina,13
achatour,13
ache,9
achean,11
ached,11
achene,11
achenial,13
achenium,15
acheron,12
acherontic,17
achievable,20
achievance,20
achieve,15
achieved,17
achievement,21
achiever,16
achieving,18
achillean,14
achilous,13
aching,12
achiote,12
achlamydate,22
achlamydeous,23
acholia,12
acholous,13
achromatic,19
achromatically,26
achromaticity,25
achromatin,17
achromatism,20
achromatization,31
achromatize,27
achromatized,29
achromatizing,30
achromatopsy,24
achronic,15
achroodextrin,26
achroous,13
achylous,16
achymous,18
acicula,11
aciculae,12
acicular,12
aciculate,13
aciculated,15
aciculiform,20
aciculite,13
acid,7
acidic,11
acidiferous,17
acidifiable,19
acidific,16
acidification,21
acidified,16
acidifier,15
acidify,16
acidifying,20
acidimeter,15
acidimetry,18
acidity,13
acidly,12
acidness,11
acidulate,12
acidulated,14
acidulating,15
acidulent,12
acidulous,12
acierage,11
aciform,14
acinaceous,14
acinaces,12
acinaciform,20
acinesia,10
acinetae,10
acinetiform,18
acini,7
aciniform,16
acinose,9
acinous,9
acinus,8
acipenser,13
aciurgy,13
acknow,15
acknowledge,22
acknowledged,24
acknowledgedly,29
acknowledger,23
acknowledging,25
acknowledgment,27
aclinic,11
acme,8
acne,6
acnodal,10
acnode,9
acock,13
acockbill,19
acold,8
acologic,13
acology,13
acolothist,15
acolyctine,17
acolyte,12
acolyth,15
acolythist,18
aconddylose,18
acondylous,16
aconital,10
aconite,9
aconitia,10
aconitic,12
aconitine,11
aconitum,12
acontia,9
acontias,10
acopic,12
acorn,7
acorned,10
acosmism,14
acosmist,12
acotyledon,16
acotyledonous,19
acouchy,17
acoumeter,13
acoumetry,16
acoustic,12
acoustical,14
acoustically,19
acoustician,15
acoustics,13
acquaint,19
acquaintable,25
acquaintance,25
acquaintanceship,34
acquaintant,22
acquainted,22
acquaintedness,26
acquainting,23
acquest,18
acquiesce,22
acquiesced,24
acquiescence,27
acquiescency,30
acquiescent,24
acquiescently,29
acquiescing,25
acquiet,18
acquirability,29
acquirable,23
acquire,18
acquired,20
acquirement,24
acquirer,19
acquiring,21
acquiry,21
acquisite,20
acquisition,22
acquisitive,25
acquisitively,30
acquisitiveness,29
acquisitor,21
acquist,18
acquit,17
acquitment,23
acquittal,20
acquittance,24
acquitted,21
acquitter,20
acquitting,22
acrania,9
acranial,10
acrase,8
acrasia,9
acraspeda,14
acrasy,11
acraze,17
acre,6
acreable,12
acreage,10
acred,8
acrid,8
acridity,14
acridly,13
acridness,12
acrimonies,14
acrimonious,15
acrimoniously,20
acrimoniousness,19
acrimony,15
acrisia,9
acrisy,11
acrita,8
acritan,9
acrite,8
acritical,13
acritochromacy,28
acritude,11
acrity,11
acroamatic,16
acroamatical,18
acroatic,12
acrobat,11
acrobatic,15
acrobatism,16
acrocarpous,17
acrocephalic,23
acrocephaly,23
acroceraunian,17
acrodactylum,22
acrodont,11
acrogen,10
acrogenous,13
acrolein,10
acrolith,13
acrolithan,15
acrolithic,17
acromegaly,18
acromial,12
acromion,12
acromonogrammatic,28
acronyc,14
acronycally,21
acronychal,20
acronyctous,18
acrook,12
acropetal,13
acrophony,19
acropodium,17
acropolis,13
acropolitan,15
acrospire,13
acrospore,13
acrosporous,15
across,8
acrostic,12
acrostical,14
acrostically,19
acrotarsium,15
acroteleutic,16
acroter,9
acroteria,11
acroterial,12
acroterium,14
acrotic,11
acrotism,12
acrotomous,14
acrylic,14
act,5
actable,11
acted,8
actinal,9
actinaria,11
acting,9
actinia,9
actiniae,10
actinias,10
actinic,11
actiniform,17
actinism,12
actinium,12
actinograph,19
actinoid,11
actinolite,12
actinolitic,15
actinology,16
actinomere,14
actinometer,15
actinometric,18
actinometry,18
actinophorous,20
actinosome,14
actinost,10
actinostome,15
actinotrocha,19
actinozoa,20
actinozoal,21
actinozoon,21
actinula,10
action,8
actionable,14
actionably,17
actionary,14
actionist,11
actionless,12
activate,13
active,11
actively,16
activeness,15
activities,15
activity,16
actless,9
acton,7
actor,7
actress,9
actual,8
actualist,11
actualities,13
actuality,14
actualization,24
actualize,20
actually,13
actualness,12
actuarial,11
actuaries,11
actuary,12
actuate,9
actuated,11
actuating,12
actuation,11
actuator,10
actuose,9
actuosity,14
acture,8
acturience,14
acuate,8
acuation,10
acuition,10
acuity,11
aculeate,10
aculeated,12
aculei,8
aculeiform,17
aculeolate,12
aculeous,10
aculeus,9
acumen,10
acuminate,13
acumination,15
acuminose,13
acuminous,13
acupressure,15
acupuncturation,21
acupuncture,17
acustumaunce,18
acutangular,14
acute,7
acutely,12
acuteness,11
acutifoliate,17
acutilobate,15
adact,8
adactyl,13
adactylous,16
adage,7
adagial,9
adagio,8
adam,7
adonize,17
adoor,6
adoors,7
adopt,8
adoptable,14
adopted,11
adopter,10
adopting,12
adoption,11
adoptionist,14
adoptious,12
adoptive,14
adorability,17
adorable,11
adorableness,15
adorably,14
adoration,10
adore,6
adorement,12
adorer,7
adoring,9
adoringly,14
adorn,6
adornation,11
adorned,9
adorner,8
adorning,10
adorningly,15
adornment,12
adosculation,15
adown,9
adpress,10
adrad,7
adragant,10
adread,8
adreamed,12
adrenal,8
adrian,7
adriatic,11
adrift,10
adrip,8
adrogate,10
adrogation,12
adroit,7
adroitly,12
adroitness,11
adry,8
adscititious,15
adscript,13
adscriptive,19
adsignification,22
adsignify,17
adstrict,11
adstrictory,17
adstringent,13
adularia,9
adulate,8
adulation,10
adulator,9
adulatory,13
adulatress,11
adult,6
adulter,8
adulterant,11
adulterate,11
adulterated,13
adulterating,14
adulteration,13
adulterator,12
adulterer,10
adulteress,11
adulteries,11
adulterine,11
adulterize,20
adulterous,11
adulterously,16
adultery,12
adultness,10
adumbrant,14
adumbrate,14
adumbration,16
adumbrative,19
adunation,10
adunc,8
aduncity,14
aduncous,11
adunque,17
adure,6
adust,6
adusted,9
adustible,12
adustion,9
advance,13
advanced,15
advancement,19
advancer,14
advancing,16
advancive,18
advantage,14
advantageable,20
advantaged,16
advantageous,17
advantageously,22
advantageousness,21
advantaging,17
advene,10
advenient,13
advent,10
adventist,13
adventitious,16
adventive,16
adventual,13
adventure,13
adventured,15
adventureful,19
adventurer,14
adventuresome,19
adventuress,15
adventuring,16
adventurous,15
adventurously,20
adventurousness,19
adverb,12
adverbial,15
adverbiality,21
adverbialize,27
adverbially,20
adversaria,14
adversaries,15
adversarious,16
adversary,16
adversative,18
adverse,11
adversely,16
adverseness,15
adversifoliate,21
adversifolious,21
adversion,13
adversities,15
adversity,16
advert,10
adverted,13
advertence,16
advertency,19
advertent,13
adverting,14
advertise,13
advertised,15
advertisement,19
advertiser,14
advertising,16
advice,12
advisability,21
advisable,15
advisably,18
advise,10
advised,12
advisedly,17
advisedness,16
advisement,16
adviser,11
advisership,20
advising,13
adviso,10
advisory,15
advocacy,19
advocate,14
advocated,16
advocateship,23
advocating,17
advocation,16
advocatory,19
advoke,14
advolution,14
advoutrer,13
advoutress,14
advoutry,15
advowee,14
advowson,15
advowtry,18
advoyer,14
adward,11
adynamia,14
adynamic,16
adynamy,16
adyta,9
adytum,12
adz,13
adze,14
ae,2
aecidia,10
aecidium,13
aedile,7
aedileship,16
aegean,7
aegicrania,13
aegilops,11
aegis,6
aegophony,18
aegrotat,9
aeneid,7
aeneous,7
aeolian,7
aeolic,8
aeolipile,11
aeolipyle,14
aeolotropic,15
aeolotropy,15
aeolus,6
aeon,4
aeonian,7
aepyornis,14
aerate,6
aerated,8
aerating,9
aeration,8
aerator,7
aerial,6
aeriality,12
aerially,11
aerie,5
aeriferous,13
aerification,17
aeriform,13
aerify,12
aerobies,10
aerobiotic,14
aerocyst,13
aerodynamic,19
aerodynamics,20
aerognosy,13
aerographer,17
aerographic,19
aerographical,21
aerography,19
aerohydrodynamic,31
aerolite,8
aerolith,11
aerolithology,20
aerolitic,11
aerologic,12
aerological,14
aerologist,11
aerology,12
aeromancy,16
aerometer,11
aerometric,14
aerometry,14
aeronaut,8
aeronautic,12
aeronautical,14
aeronautics,13
aerophobia,17
aerophoby,19
aerophyte,17
aeroplane,11
aeroscope,13
aeroscopy,16
aerose,6
aerosiderite,13
aerosphere,15
aerostat,8
aerostatic,12
aerostatical,14
aerostatics,13
aerostation,11
aeruginous,11
aerugo,7
aery,7
aesculapian,15
aesculapius,15
aesculin,10
aesopic,11
aesthesia,12
aesthesiometer,19
aesthesis,12
aesthesodic,17
aesthete,11
aesthetic,14
aesthetical,16
aesthetican,16
aestheticism,19
aesthetics,15
aestival,11
aestivate,12
aestivation,14
aestuary,11
aestuous,8
aetheogamous,18
aether,9
aethogen,12
aethrioscope,19
aetiological,15
aetiology,13
aetites,7
afar,7
afeard,10
afer,7
affability,21
affable,15
affableness,19
affably,18
affabrous,17
affair,12
affamish,19
affamishment,25
affatuate,15
affear,12
affect,14
affectation,19
affectationist,22
affected,17
affectedly,22
affectedness,21
affecter,16
affectibility,26
affectible,20
affecting,18
affectingly,23
affection,17
affectional,19
affectionate,20
affectionated,22
affectionately,25
affectionateness,24
affectioned,20
affective,20
affectively,25
affectuous,18
affeer,12
affeerer,14
affeerment,18
affeeror,14
afferent,14
affettuoso,16
affiance,16
affianced,18
affiancer,17
affiancing,19
affiant,13
affidavit,19
affied,13
affile,12
affiliable,18
affiliate,15
affiliated,17
affiliating,18
affiliation,17
affinal,13
affine,12
affined,14
affinitative,21
affinities,16
affinitive,19
affinity,17
affirm,14
affirmable,20
affirmance,20
affirmant,17
affirmation,19
affirmative,22
affirmatively,27
affirmatory,22
affirmed,17
affirmer,16
affirming,18
affix,18
affixed,21
affixes,20
affixing,22
affixion,21
affixture,22
afflation,15
afflatus,14
afflict,15
afflicted,18
afflictedness,22
afflicter,17
afflicting,19
affliction,18
afflictionless,22
afflictive,21
afflictively,26
affluence,17
affluency,20
affluent,14
affluently,19
affluentness,18
afflux,19
affluxion,22
affodill,15
afforce,15
afforcement,21
afforciament,22
afford,13
affordable,19
afforded,16
affording,17
affordment,19
afforest,14
afforestation,19
afformative,22
affranchise,22
affranchisement,28
affrap,14
affray,15
affrayed,18
affrayer,17
affrayment,21
affreight,19
affreighter,21
affreightment,25
affret,12
affriction,18
affriended,18
affright,18
affrighted,21
affrightedly,26
affrighten,20
affrighter,20
affrightful,24
affrighting,22
affrightment,24
affront,13
affronte,14
affronted,16
affrontedly,21
affrontee,15
affronter,15
affronting,17
affrontingly,22
affrontive,19
affrontiveness,23
affuse,12
affused,14
affusing,15
affusion,14
affy,13
affying,17
afghan,13
afield,10
afire,8
aflame,11
aflat,8
aflaunt,10
aflicker,17
afloat,9
aflow,11
aflush,12
aflutter,11
afoam,10
afoot,8
afore,8
aforecited,16
aforegoing,15
aforehand,16
aforementioned,20
aforenamed,16
aforesaid,13
aforethought,22
aforetime,14
afoul,8
afraid,10
afreet,9
afresh,12
afric,10
african,12
africander,16
africanism,17
africanize,24
afrit,8
afrite,9
afront,9
aft,6
after,8
afterbirth,18
aftercast,14
afterclap,16
aftercrop,16
aftereye,14
aftergame,15
aftergrass,14
aftergrowth,21
afterguard,15
afterings,13
aftermath,17
aftermost,14
afternoon,12
afterpains,15
afterpiece,17
aftershaft,19
aftertaste,13
afterthought,22
afterward,16
afterwards,17
afterwise,15
aftmost,12
aftward,14
aga,4
again,6
againbuy,14
agains,7
againsay,12
against,8
againstand,12
againward,14
agalactia,12
agalactous,13
agalaxy,18
agalloch,14
agallochum,18
agalmatolite,15
agama,8
agami,8
agamic,11
agamically,18
agamis,9
agamist,10
agamogenesis,16
agamogenetic,18
agamous,10
aganglionic,15
agapae,9
agape,8
agaric,9
agasp,8
agast,6
agastric,11
agate,6
agatiferous,15
agatine,8
agatize,17
agaty,9
agave,9
agazed,17
age,4
aged,6
agedly,11
agedness,10
ageless,8
agen,5
agencies,11
agency,12
agend,7
agenda,8
agendum,11
agenesic,11
agenesis,9
agennesis,10
agent,6
agential,9
agentship,15
ageratum,11
aggeneration,14
agger,7
aggerate,10
aggeration,12
aggerose,10
aggest,8
agglomerate,15
agglomerated,17
agglomerating,18
agglomeration,17
agglomerative,20
agglutinant,13
agglutinate,13
agglutinated,15
agglutinating,16
agglutination,15
agglutinative,18
aggrace,11
aggrandizable,27
aggrandization,26
aggrandize,22
aggrandized,24
aggrandizement,28
aggrandizer,23
aggrandizing,25
aggrate,9
aggravate,14
aggravated,16
aggravating,17
aggravatingly,22
aggravation,16
aggravative,19
aggregated,14
aggregating,15
agha,8
aghast,10
aging,7
aleuronic,11
aleutian,8
aleutic,9
alevin,9
alew,7
alewife,13
alewives,14
alexanders,18
alexandrian,19
alexandrine,19
alexipharmac,28
alexipharmacal,30
alexipharmic,28
alexipharmical,30
alexipyretic,26
alexiteric,19
alexiterical,21
alfa,7
alfalfa,13
alfenide,12
alferes,10
alfet,8
alfilaria,12
alfione,10
alfresco,13
alga,5
algae,6
algal,6
algaroba,11
algarot,8
algaroth,12
algarovilla,15
algate,7
algates,8
algazel,17
algebra,10
algebraic,14
algebraical,16
algebraically,21
algebraist,13
algebraize,22
algerian,9
algerine,9
algid,7
algidity,13
algidness,11
algific,13
algoid,8
algol,6
algological,15
algologist,12
algology,13
algonkin,13
algonquin,19
algor,6
algorism,11
algorithm,15
algous,7
alguazil,18
algum,8
alhambra,15
alhambraic,19
alhambresque,28
alhenna,10
alias,5
aliases,7
alibi,7
alibility,14
alible,8
alicant,9
alidade,9
alien,5
alienability,17
alienable,11
alienage,9
alienate,8
alienated,10
alienating,11
alienation,10
alienator,9
aliene,6
alienee,7
alienism,10
alienist,8
alienor,7
aliethmoid,16
aliethmoidal,18
alife,8
aliferous,12
aliform,12
aligerous,10
alight,10
alighted,13
alighting,14
align,6
alignment,12
alike,9
aliment,9
alimental,11
alimentally,16
alimentariness,16
alimentary,15
alimentation,14
alimentiveness,19
alimonious,12
alimony,12
alinasal,8
aline,5
alineation,10
alinement,11
aliner,6
alioth,9
aliped,9
aliquant,17
aliquot,16
alisanders,11
aliseptal,11
alish,8
alisphenoid,17
alisphenoidal,19
alit,4
alitrunk,12
aliturgical,14
aliunde,8
alive,8
alizari,16
alizarin,17
angle,6
angled,8
anglemeter,13
angler,7
angles,7
anglesite,10
anglewise,13
angleworm,15
anglian,8
anglic,9
anglican,11
anglicanism,16
anglice,10
anglicify,18
anglicism,14
anglicity,15
anglicization,25
anglicize,21
anglicized,23
anglicizing,24
anglified,14
anglify,14
anglifying,18
angling,9
anglomania,13
anglomaniac,16
anglophobia,19
angola,7
angor,6
angora,7
angrily,11
angriness,10
angry,9
anguiform,15
anguilliform,18
anguine,8
anguineal,10
anguineous,11
anguish,11
angular,8
angularity,14
angularly,13
angularness,12
angulate,9
angulated,11
angulation,11
angulometer,14
angulose,9
angulosity,14
angulous,9
angust,7
angustate,10
angustation,12
angustifoliate,18
angustifolious,18
angwantibo,16
anhang,10
anharmonic,17
anhelation,13
anhele,9
anhelose,11
anhelous,11
anhima,11
anhinga,11
anhistous,12
anhungered,15
anhydride,17
anhydrite,16
anhydrous,16
ani,3
anicut,8
anidiomatical,18
anient,6
anientise,9
anigh,9
anight,10
anights,11
anil,4
anile,5
anileness,9
anilic,8
anilide,8
aniline,7
anility,10
animadversal,18
animadversion,19
animadversive,22
animadvert,16
animadverted,19
animadverter,18
animadverting,20
animal,8
animalcula,14
animalcular,15
animalcule,14
animalculine,16
animalculism,18
animalculist,16
animalculum,17
animalish,14
animalism,13
animality,14
animalization,24
animalize,20
animalized,22
animalizing,23
animally,13
animalness,12
animastic,13
animate,9
animated,11
animatedly,16
animater,10
animating,12
animation,11
animative,14
animator,10
anime,7
animi,7
animism,11
animist,9
animistic,13
animose,9
animoseness,13
animosities,13
animosity,14
animous,9
animus,8
anion,5
anise,5
aniseed,8
anisette,8
anisic,8
anisodactyla,18
anisodactylous,20
anisodactyls,18
anisomeric,14
anisomerous,13
anisometric,15
anisopetalous,15
anisophyllous,21
anisopleura,13
anisopoda,12
anisostemonous,16
anisosthenic,17
anisotrope,12
anisotropic,15
anisotropous,14
anker,9
